customer_id,balance,balance_frequency,purchases,oneoff_purchases,installment_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installment_frequency,cash_advance_frequency,cash_advance_trx,purchases_trx,credit_limit,payments,minimum_payment,prc_full_payment,tenure
C14748,953.77,1.00,747.62,747.62,0.00,1411.61,0.17,0.17,0.00,0.50,6,2,2500,306.6,215.8,0.00,12
C14749,22.19,1.00,0.00,0.00,0.00,147.49,0.00,0.00,0.00,0.08,1,0,3000,182.5,155.1,0.08,12
C14750,2118.78,1.00,62.46,0.00,62.46,1361.31,0.50,0.00,0.42,0.25,4,6,4000,1080.5,448.0,0.00,12
C14751,21.35,0.73,1019.00,119.00,900.00,0.00,0.75,0.08,0.75,0.00,0,10,4500,1274.4,161.7,1.00,12
C14752,4817.15,1.00,0.00,0.00,0.00,7625.98,0.00,0.00,0.00,0.67,16,0,8000,3810.6,2642.8,0.00,12
C14753,452.95,0.45,3649.83,3649.83,0.00,0.00,0.25,0.25,0.00,0.00,0,10,7500,209.2,164.5,0.00,12
C14754,41.26,0.45,297.40,297.40,0.00,0.00,0.25,0.25,0.00,0.00,0,5,6000,595.5,173.3,0.33,12
C14755,0.00,0.00,19.25,0.00,19.25,0.00,0.08,0.00,0.08,0.00,0,1,4000,0.0,,0.00,12
C14756,107.60,1.00,1461.15,1034.03,427.12,0.00,1.00,1.00,0.92,0.00,0,33,7500,1334.9,193.5,0.83,12
C14757,9.43,1.00,80.44,0.00,80.44,0.00,0.42,0.00,0.42,0.00,0,5,2500,105.0,67.8,0.50,12
C14758,4768.06,1.00,374.81,333.20,41.61,9917.64,0.33,0.25,0.08,0.83,18,4,7000,5283.3,1589.3,0.00,12
C14759,244.65,1.00,1181.03,607.40,573.63,0.00,0.67,0.17,0.67,0.00,0,15,4500,1047.4,181.5,0.50,12
C14760,268.97,0.73,784.00,659.00,125.00,0.00,0.50,0.25,0.33,0.00,0,12,10500,514.7,159.2,0.17,12
C14761,1411.91,1.00,0.00,0.00,0.00,127.32,0.00,0.00,0.00,0.09,2,0,1500,259.8,423.8,0.00,11
C14762,183.99,0.82,1402.40,1140.50,261.90,0.00,0.67,0.58,0.42,0.00,0,19,7200,1262.9,239.1,0.14,12
C14763,19.49,0.36,0.00,0.00,0.00,1161.51,0.00,0.00,0.00,0.08,3,0,1200,3338.6,9.6,0.50,12
C14764,3153.25,1.00,3398.12,95.84,3302.28,5608.80,1.00,0.08,1.00,0.33,4,24,3000,9000.7,4255.3,0.17,12
C14765,534.17,0.91,3916.80,2170.37,1746.43,107.84,0.91,0.64,0.55,0.09,1,60,3000,3291.6,144.2,0.57,11
C14766,6313.36,0.91,0.00,0.00,0.00,9687.18,0.00,0.00,0.00,0.64,11,0,10000,6291.2,1246.2,0.09,11
C14767,531.27,1.00,33.40,0.00,33.40,0.00,1.00,0.00,1.00,0.00,0,12,3700,2508.7,170.1,0.00,12
C14768,3699.69,1.00,0.00,0.00,0.00,1182.60,0.00,0.00,0.00,0.42,13,0,4000,770.0,1698.5,0.00,12
C14769,451.23,1.00,1293.70,725.60,568.10,0.00,1.00,0.92,0.92,0.00,0,40,1200,894.9,204.6,0.00,12
C14770,591.10,1.00,626.69,626.69,0.00,0.00,0.17,0.17,0.00,0.00,0,2,2500,786.6,311.6,0.00,12
C14771,253.64,0.91,2607.88,1142.96,1464.92,73.58,0.83,0.83,0.67,0.08,1,43,4000,1954.8,154.6,0.58,12
C14772,4222.93,1.00,0.00,0.00,0.00,4745.05,0.00,0.00,0.00,0.33,6,0,8000,1383.9,1295.2,0.00,12
C14773,884.23,1.00,0.00,0.00,0.00,611.76,0.00,0.00,0.00,0.08,2,0,1200,883.9,216.2,0.00,12
C14774,237.34,1.00,1266.03,170.00,1096.03,0.00,1.00,0.08,1.00,0.00,0,46,1800,729.1,189.4,0.50,12
C14775,19.95,0.11,0.00,0.00,0.00,326.73,0.00,0.00,0.00,0.11,5,0,2500,0.0,,0.00,9
C14776,398.73,1.00,393.49,393.49,0.00,787.22,0.17,0.17,0.00,0.25,8,12,600,795.9,213.5,0.00,12
C14777,6991.96,1.00,1384.92,0.00,1384.92,18.81,0.75,0.00,0.67,0.08,1,9,13000,2814.6,2308.0,0.00,12
C14778,38.79,0.64,1115.92,0.00,1115.92,54.56,0.92,0.00,0.92,0.17,2,79,3500,1506.3,86.0,0.27,12
C14779,200.99,0.18,0.00,0.00,0.00,1864.57,0.00,0.00,0.00,0.08,5,0,2500,9724.9,332.5,1.00,12
C14780,2173.97,1.00,0.00,0.00,0.00,1192.79,0.00,0.00,0.00,0.25,4,0,2400,445.9,1043.1,0.00,12
C14781,158.88,1.00,738.65,0.00,738.65,109.37,0.83,0.00,0.83,0.08,1,16,7500,899.2,170.5,0.17,12
C14783,1464.64,1.00,0.00,0.00,0.00,2773.39,0.00,0.00,0.00,0.25,8,0,1500,1751.4,477.0,0.09,12
C14784,190.96,1.00,2161.22,2161.22,0.00,0.00,0.75,0.75,0.00,0.00,0,24,5000,1663.0,148.8,0.22,12
C14785,6983.41,1.00,0.00,0.00,0.00,3354.69,0.00,0.00,0.00,0.33,11,0,7700,1116.9,25697.6,0.00,12
C14786,58.83,1.00,551.93,0.00,551.93,0.00,1.00,0.00,1.00,0.00,0,27,2500,437.2,194.0,0.75,12
C14787,3046.94,1.00,0.00,0.00,0.00,4021.46,0.00,0.00,0.00,0.25,8,0,5000,809.5,673.5,0.00,12
C14788,1396.28,1.00,3380.44,1449.92,1930.52,0.00,1.00,0.33,1.00,0.00,0,27,3500,5451.8,385.0,0.08,12
C14789,975.25,1.00,1146.74,796.74,350.00,0.00,0.86,0.14,0.71,0.00,0,8,1000,1273.1,252.7,0.00,7
C14790,1622.84,1.00,248.74,0.00,248.74,1814.15,0.33,0.00,0.25,0.25,3,4,2500,1082.3,384.4,0.00,12
C14791,3899.76,1.00,0.00,0.00,0.00,925.73,0.00,0.00,0.00,0.08,1,0,6500,877.8,1454.2,0.00,12
C14792,2719.64,1.00,715.81,715.81,0.00,0.00,0.33,0.33,0.00,0.00,0,7,10000,694.1,724.8,0.00,12
C14793,347.23,1.00,1535.49,1203.69,331.80,0.00,0.90,0.50,0.50,0.00,0,24,1000,778.9,150.0,0.25,10
C14794,8.17,0.64,114.00,0.00,114.00,0.00,0.50,0.00,0.50,0.00,0,6,2700,123.4,44.3,0.55,12
C14795,8248.18,1.00,1788.84,0.00,1788.84,90.03,1.00,0.00,1.00,0.08,1,12,18000,40627.6,2150.0,0.17,12
C14796,289.35,1.00,461.68,201.00,260.68,0.00,0.33,0.08,0.17,0.00,0,7,4500,282.3,183.5,0.00,12
C14797,38.92,1.00,358.49,0.00,358.49,188.23,0.92,0.00,0.83,0.08,1,11,2500,479.6,141.7,0.30,12
C14798,810.74,1.00,86.90,86.90,0.00,0.00,0.08,0.08,0.00,0.00,0,1,7500,253.8,211.0,0.00,12
C14799,438.34,1.00,1867.90,1424.87,443.03,128.43,0.75,0.50,0.50,0.17,3,24,6500,2080.4,204.9,0.08,12
C14800,101.08,0.91,553.36,140.00,413.36,1719.77,0.67,0.08,0.67,0.17,2,9,3000,2515.4,56.9,0.00,12
C14802,1300.79,1.00,1282.20,0.00,1282.20,0.00,1.00,0.00,1.00,0.00,0,12,1200,1407.6,1230.5,0.00,12
C14803,1418.84,1.00,0.00,0.00,0.00,272.78,0.00,0.00,0.00,0.58,7,0,1500,620.0,519.5,0.00,12
C14804,2042.59,0.86,498.96,0.00,498.96,2364.54,0.86,0.00,0.71,0.29,5,9,2500,414.7,1517.2,0.00,7
C14805,218.95,1.00,1858.33,1380.00,478.33,0.00,0.67,0.33,0.33,0.00,0,14,4500,1934.8,177.1,0.50,12
C14806,115.47,0.55,354.00,354.00,0.00,0.00,0.17,0.17,0.00,0.00,0,2,16500,4556.0,211.0,0.00,12
C14807,199.46,1.00,1296.20,745.82,550.38,0.00,0.25,0.25,0.17,0.00,0,14,1800,18.1,110.5,0.00,12
C14808,143.74,1.00,1456.00,361.00,1095.00,0.00,0.67,0.17,0.58,0.00,0,17,2500,1416.6,139.7,0.82,12
C14809,45.46,0.91,175.00,175.00,0.00,0.00,0.17,0.17,0.00,0.00,0,2,1200,212.6,223.2,0.00,12
C14810,1089.80,1.00,0.00,0.00,20.00,38.25,0.00,0.00,0.17,0.08,1,1,1200,284.7,331.1,0.00,12
C14811,19.95,1.00,450.00,0.00,450.00,0.00,1.00,0.00,0.90,0.00,0,10,1000,386.6,131.3,1.00,10
C14812,626.21,1.00,0.00,0.00,0.00,3393.43,0.00,0.00,0.00,0.25,11,0,1200,3566.1,473.4,0.25,12
C14813,1849.02,1.00,0.00,0.00,0.00,838.01,0.00,0.00,0.00,0.17,2,0,2500,433.2,837.8,0.00,12
C14814,2992.59,1.00,0.00,0.00,0.00,759.46,0.00,0.00,0.00,0.42,9,0,3500,817.1,825.5,0.00,12
C14815,2021.51,1.00,1582.84,1554.89,27.95,0.00,0.50,0.42,0.08,0.00,0,8,2500,565.4,486.7,0.00,12
C14816,2122.07,1.00,0.00,0.00,0.00,1048.97,0.00,0.00,0.00,0.25,9,0,3000,548.2,515.5,0.00,12
C14817,4.42,0.18,27.42,0.00,27.42,0.00,0.08,0.00,0.08,0.00,0,1,1800,228.4,175.8,1.00,12
C14818,825.35,1.00,0.00,0.00,0.00,105.88,0.00,0.00,0.00,0.08,1,0,1200,426.2,218.0,0.00,12
C14819,87.46,0.45,0.00,0.00,0.00,1251.70,0.00,0.00,0.00,0.08,1,0,2000,2678.2,114.9,0.33,12
C14820,1223.91,1.00,607.00,607.00,0.00,0.00,0.92,0.92,0.00,0.00,0,13,1200,466.1,906.7,0.00,12
C14821,83.93,0.73,1027.64,1027.64,0.00,0.00,0.50,0.50,0.00,0.00,0,15,6000,1008.0,106.4,0.50,12
C14822,1241.03,1.00,0.00,0.00,0.00,180.78,0.00,0.00,0.00,0.08,1,0,1800,842.8,405.7,0.00,12
C14823,268.80,1.00,70.00,0.00,70.00,0.00,0.50,0.00,0.42,0.00,0,6,1000,106.0,229.2,0.00,12
C14824,451.40,1.00,2196.00,2154.34,41.66,0.00,0.83,0.75,0.08,0.00,0,14,1800,2142.1,184.8,0.17,12
C14825,3.25,0.09,91.26,0.00,91.26,0.00,0.08,0.00,0.08,0.00,0,2,3500,0.0,,0.00,12
C14826,160.87,0.67,480.00,480.00,0.00,0.00,0.67,0.67,0.00,0.00,0,8,1500,38.8,86.5,0.00,6
C14827,982.57,1.00,282.39,0.00,282.39,0.00,0.58,0.00,0.58,0.00,0,7,1000,722.6,935.9,0.00,12
C14828,4070.50,0.83,710.80,140.00,570.80,4620.07,0.83,0.17,0.67,0.17,11,16,4900,364.2,3231.9,0.00,6
C14829,1048.89,1.00,0.00,0.00,0.00,115.77,0.00,0.00,0.00,0.25,4,0,1100,218.6,598.9,0.00,12
C14830,507.08,0.86,0.00,0.00,0.00,1391.14,0.00,0.00,0.00,0.14,2,0,1500,2104.1,257.7,0.25,7
C14831,158.63,0.91,1765.38,84.80,1680.58,0.00,0.67,0.08,0.58,0.00,0,24,9500,1661.5,135.3,0.67,12
C14832,976.37,1.00,0.00,0.00,0.00,1622.26,0.00,0.00,0.00,0.25,4,0,1600,3056.7,429.2,0.17,12
C14833,5.34,0.27,57.00,0.00,57.00,0.00,0.25,0.00,0.17,0.00,0,3,5000,164.0,124.2,1.00,12
C14834,3363.29,1.00,1123.42,865.78,257.64,1992.27,1.00,1.00,0.58,0.17,2,30,4500,4772.5,948.7,0.00,12
C14835,1475.40,1.00,5055.77,2931.91,2123.86,0.00,1.00,0.33,1.00,0.00,0,69,1900,4826.8,1879.1,0.00,12
C14836,15155.53,1.00,717.24,717.24,0.00,4718.27,1.00,1.00,0.00,0.50,7,24,18000,4002.2,3843.9,0.00,12
C14837,782.39,1.00,8168.90,3000.97,5167.93,0.00,1.00,0.67,1.00,0.00,0,59,16500,7455.3,232.7,0.92,12
C14838,3157.72,1.00,548.79,548.79,0.00,3075.12,0.58,0.58,0.00,0.17,5,48,3500,3817.2,852.2,0.08,12
C14839,872.07,1.00,853.00,0.00,853.00,999.04,0.50,0.00,0.42,0.08,3,6,4000,784.9,276.5,0.00,12
C14841,1904.50,1.00,4044.14,2961.80,1082.34,0.00,1.00,0.92,1.00,0.00,0,66,6700,6312.8,520.5,0.00,12
C14842,1186.29,1.00,115.50,115.50,0.00,0.00,0.17,0.17,0.00,0.00,0,3,1200,446.1,356.4,0.00,12
C14843,3838.31,1.00,0.00,0.00,0.00,1256.71,0.00,0.00,0.00,0.50,11,0,9500,1419.1,1076.2,0.00,12
C14844,5975.06,1.00,345.30,345.30,0.00,3599.22,0.17,0.17,0.00,0.67,18,2,6500,2010.9,2784.1,0.00,12
C14845,2005.44,1.00,956.05,818.73,137.32,0.00,0.58,0.50,0.25,0.00,0,16,2500,915.7,592.4,0.00,12
C14846,6749.99,1.00,0.00,0.00,0.00,4561.83,0.00,0.00,0.00,0.42,10,0,11500,4930.7,4974.4,0.00,12
C14847,6.13,0.64,82.85,0.00,82.85,0.00,0.64,0.00,0.55,0.00,0,13,3500,100.1,108.8,0.40,11
C14848,1994.69,1.00,248.75,248.75,0.00,1016.52,0.17,0.17,0.00,0.08,1,2,6000,568.0,562.7,0.00,12
C14849,7404.85,1.00,0.00,0.00,0.00,12405.29,0.00,0.00,0.00,0.50,13,0,11500,13956.7,1633.9,0.08,12
C14850,6950.58,1.00,400.98,0.00,400.98,259.05,0.50,0.00,0.42,0.08,1,6,12500,2008.4,1704.5,0.00,12
C14851,5976.80,1.00,1194.52,0.00,1194.52,790.21,0.42,0.00,0.33,0.33,6,15,6000,2722.1,2670.2,0.00,12
C14852,19.85,1.00,0.00,0.00,0.00,133.05,0.00,0.00,0.00,0.29,2,0,1200,48.7,98.0,0.00,7
C14853,6456.52,1.00,0.00,0.00,0.00,3802.39,0.00,0.00,0.00,0.75,17,0,7500,2640.1,1789.6,0.00,12
C14854,2651.48,1.00,908.15,0.00,908.15,1008.64,1.00,0.00,1.00,0.33,9,23,3000,4361.7,943.5,0.08,12
C14855,1091.44,1.00,1237.37,447.60,789.77,0.00,0.83,0.17,0.75,0.00,0,13,4500,833.9,279.4,0.00,12
C14856,28.59,1.00,151.92,0.00,151.92,0.00,1.00,0.00,0.88,0.00,0,8,1000,111.6,111.3,0.67,8
C14857,703.37,1.00,64.00,0.00,64.00,0.00,0.50,0.00,0.42,0.00,0,6,2550,179.1,212.1,0.00,12
C14858,1512.22,1.00,1002.93,825.89,177.04,0.00,1.00,0.83,0.33,0.00,0,23,4000,328.4,344.2,0.00,12
C14859,1608.05,0.55,0.00,0.00,0.00,2496.72,0.00,0.00,0.00,0.25,3,0,5000,9933.6,684.6,0.17,12
C14860,233.96,1.00,248.44,13.00,235.44,0.00,0.50,0.08,0.42,0.00,0,6,1200,220.0,174.7,0.00,12
C14861,159.37,0.64,1277.50,0.00,1277.50,0.00,0.58,0.00,0.50,0.00,0,7,2500,1315.8,173.6,0.40,12
C14862,27.41,1.00,290.60,290.60,0.00,0.00,1.00,1.00,0.00,0.00,0,12,2000,315.3,171.0,0.08,12
C14863,1132.80,1.00,519.79,519.79,0.00,0.00,0.58,0.58,0.00,0.00,0,8,1200,642.7,436.1,0.00,12
C14864,101.87,0.64,70.00,70.00,0.00,365.23,0.08,0.08,0.00,0.33,6,1,2500,464.7,178.9,0.17,12
C14865,862.75,1.00,1282.38,0.00,1282.38,0.00,0.92,0.00,0.83,0.00,0,11,11500,930.2,179.7,0.00,12
C14866,3753.10,1.00,0.00,0.00,0.00,702.91,0.00,0.00,0.00,0.58,7,0,11000,1029.5,921.1,0.00,12
C14867,996.22,1.00,0.00,0.00,0.00,1398.40,0.00,0.00,0.00,0.08,1,0,8000,2369.2,226.0,0.00,12
C14868,4035.14,1.00,0.00,0.00,0.00,2399.44,0.00,0.00,0.00,0.25,3,0,7000,1474.4,927.1,0.00,12
C14870,1845.21,1.00,0.00,0.00,0.00,1960.26,0.00,0.00,0.00,0.25,3,0,4500,331.4,600.3,0.00,12
C14871,46.56,1.00,261.16,0.00,261.16,0.00,1.00,0.00,1.00,0.00,0,16,4000,230.6,179.1,0.25,12
C14872,299.18,0.45,1147.23,1071.70,75.53,0.00,0.25,0.08,0.25,0.00,0,6,4000,1460.8,80.5,0.18,12
C14873,2917.08,1.00,0.00,0.00,0.00,844.08,0.00,0.00,0.00,0.42,13,0,3000,1360.1,1562.7,0.00,12
C14874,3062.17,0.90,2253.98,920.54,1333.44,4161.10,0.90,0.80,0.80,0.80,30,68,9000,1132.2,960.1,0.00,10
C14876,320.34,1.00,0.00,0.00,0.00,1258.98,0.00,0.00,0.00,0.58,14,0,6500,1746.7,194.5,0.08,12
C14877,24.18,1.00,189.85,189.85,0.00,0.00,0.33,0.33,0.00,0.00,0,4,3000,184.6,100.7,0.00,12
C14878,5496.42,1.00,0.00,0.00,0.00,2338.98,0.00,0.00,0.00,0.08,2,0,6000,1292.5,1605.4,0.00,12
C14879,0.07,0.18,0.00,0.00,0.00,370.73,0.00,0.00,0.00,0.08,1,0,1000,1628.7,11.5,1.00,12
C14880,6063.98,1.00,3987.01,3531.24,455.77,2791.26,0.83,0.42,0.75,0.42,13,25,7500,1423.2,1583.4,0.00,12
C14881,2669.59,1.00,0.00,0.00,0.00,967.48,0.00,0.00,0.00,0.08,1,0,6500,666.2,655.6,0.00,12
C14882,86.21,1.00,626.28,210.70,415.58,0.00,0.83,0.42,0.67,0.00,0,22,3000,729.3,164.1,0.00,12
C14884,958.27,1.00,0.00,0.00,0.00,171.92,0.00,0.00,0.00,0.42,8,0,1000,327.3,308.0,0.00,12
C14885,10929.06,1.00,675.89,500.39,175.50,1521.87,0.92,0.25,0.67,0.33,12,12,12000,2640.0,3049.9,0.00,12
C14886,11581.93,1.00,0.00,0.00,0.00,9236.09,0.00,0.00,0.00,0.50,23,0,13000,2132.8,4814.9,0.00,12
C14887,207.21,1.00,13.66,0.00,13.66,0.00,0.09,0.00,0.09,0.00,0,1,7000,1703.3,208.4,0.00,11
C14888,3139.27,1.00,5393.36,2094.44,3298.92,0.00,1.00,0.58,1.00,0.00,0,86,3000,4173.1,5573.5,0.00,12
C14889,2689.90,1.00,0.00,0.00,0.00,270.20,0.00,0.00,0.00,0.08,1,0,2900,639.5,640.3,0.00,12
C14890,1406.63,1.00,2315.86,1339.26,976.60,0.00,0.92,0.42,0.83,0.00,0,27,4000,3177.0,462.4,0.00,12
C14892,1594.49,1.00,2650.91,2123.90,527.01,0.00,1.00,0.25,1.00,0.00,0,33,7000,1416.6,427.1,0.00,12
C14894,3755.18,1.00,3211.86,1420.58,1791.28,0.00,1.00,0.75,0.83,0.00,0,22,11000,3198.3,960.9,0.00,12
C14895,38.80,0.64,229.48,229.48,0.00,0.00,0.25,0.25,0.00,0.00,0,3,3050,392.9,132.9,0.00,12
C14896,37.91,0.82,254.00,84.00,170.00,0.00,0.67,0.17,0.50,0.00,0,12,3000,248.1,185.5,0.50,12
C14897,1723.80,1.00,3145.79,997.29,2148.50,0.00,1.00,0.33,1.00,0.00,0,26,6000,995.1,387.5,0.00,12
C14898,165.29,0.82,971.20,971.20,0.00,446.95,0.17,0.17,0.00,0.08,1,3,1000,1922.5,124.8,0.67,12
C14899,683.39,0.64,0.00,0.00,0.00,1786.07,0.00,0.00,0.00,0.08,4,0,3000,346.5,159.1,0.00,12
C14900,10.36,0.45,98.83,98.83,0.00,0.00,0.45,0.45,0.00,0.00,0,5,7000,116.3,145.3,0.67,11
C14901,1063.61,1.00,0.00,0.00,0.00,196.62,0.00,0.00,0.00,0.08,1,0,1200,206.5,316.2,0.00,12
C14902,98.29,0.55,4440.80,4440.80,0.00,0.00,0.58,0.58,0.00,0.00,0,19,1500,7151.0,119.1,0.75,12
C14903,1540.88,0.91,0.00,0.00,0.00,154.55,0.00,0.00,0.00,0.09,1,0,4000,720.6,334.6,0.00,11
C14904,3083.64,1.00,250.00,0.00,250.00,0.00,0.50,0.00,0.42,0.00,0,6,10000,4669.2,893.4,0.08,12
C14905,1098.46,1.00,0.00,0.00,0.00,18.51,0.00,0.00,0.00,0.08,1,0,1200,224.2,551.7,0.00,12
C14906,4836.91,1.00,305.60,305.60,0.00,0.00,0.17,0.17,0.00,0.00,0,2,16500,2547.9,1602.4,0.00,12
C14907,131.07,1.00,1315.39,313.08,1002.31,0.00,1.00,1.00,1.00,0.00,0,50,3500,1123.7,182.2,1.00,12
C14908,49.56,1.00,433.50,273.94,159.56,0.00,0.91,0.18,0.91,0.00,0,13,9000,465.5,148.9,0.27,11
C14909,1967.70,1.00,744.90,669.90,75.00,956.42,0.50,0.42,0.08,0.25,7,10,4000,449.8,647.3,0.00,12
C14910,1669.13,1.00,0.00,0.00,0.00,335.06,0.00,0.00,0.00,0.17,2,0,1800,528.6,607.3,0.00,12
C14911,56.12,0.18,368.47,368.47,0.00,66.32,0.08,0.08,0.00,0.08,2,5,2500,174.5,167.5,1.00,12
C14912,227.18,0.27,50.00,50.00,0.00,947.14,0.08,0.08,0.00,0.17,2,1,5500,2074.2,162.0,0.00,12
C14913,1417.16,1.00,562.50,0.00,562.50,0.00,0.42,0.00,0.42,0.00,0,5,1500,987.8,861.3,0.00,12
C14914,1406.48,1.00,0.00,0.00,0.00,363.68,0.00,0.00,0.00,0.13,1,0,1500,214.4,363.0,0.00,8
C14915,0.00,0.00,581.00,0.00,581.00,0.00,0.58,0.00,0.58,0.00,0,7,1000,692.5,,0.00,12
C14916,1124.58,1.00,0.00,0.00,0.00,219.93,0.00,0.00,0.00,0.33,4,0,1200,446.3,228.2,0.00,12
C14917,110.41,0.73,992.88,992.88,0.00,0.00,0.42,0.42,0.00,0.00,0,12,4500,791.1,148.5,0.00,12
C14918,4929.76,1.00,4939.10,4939.10,0.00,2365.84,0.67,0.67,0.00,0.25,7,309,6000,3952.2,5234.4,0.00,12
C14919,687.38,1.00,74.42,0.00,74.42,0.00,0.25,0.00,0.25,0.00,0,3,700,353.3,492.6,0.00,12
C14920,7.17,0.36,99.00,99.00,0.00,0.00,0.33,0.33,0.00,0.00,0,4,6000,196.6,85.6,0.00,12
C14921,49.43,1.00,387.00,0.00,387.00,0.00,1.00,0.00,0.89,0.00,0,9,3000,335.5,122.3,1.00,9
C14922,1427.95,1.00,0.00,0.00,0.00,617.74,0.00,0.00,0.00,0.17,2,0,1800,2163.9,329.2,0.08,12
C14923,17.14,0.82,182.10,33.60,148.50,113.92,0.25,0.08,0.08,0.08,1,4,6000,255.1,93.6,0.20,12
C14924,2285.66,0.90,3648.73,2517.43,1131.30,2034.66,0.90,0.90,0.60,0.50,7,46,7000,586.7,558.8,0.00,10
C14925,341.15,1.00,48.78,48.78,0.00,0.00,0.08,0.08,0.00,0.00,0,1,500,256.7,259.4,0.00,12
C14926,91.71,1.00,1468.10,1468.10,0.00,0.00,0.83,0.83,0.00,0.00,0,27,3000,1503.0,110.1,0.50,12
C14927,2032.34,0.91,158.24,0.00,158.24,2508.93,0.67,0.00,0.58,0.25,5,8,2500,625.3,632.2,0.00,12
C14928,4.13,0.36,25.69,25.69,0.00,0.00,0.08,0.08,0.00,0.00,0,1,4500,163.4,128.3,0.00,12
C14929,709.47,1.00,548.85,385.29,163.56,153.67,0.67,0.33,0.50,0.08,1,13,1200,381.2,213.9,0.00,12
C14930,8048.03,1.00,0.00,0.00,0.00,6163.11,0.00,0.00,0.00,0.33,10,0,12000,2165.3,2164.4,0.00,12
C14931,2755.31,0.91,2754.49,1974.00,780.49,3193.92,0.75,0.42,0.58,0.33,9,43,13000,4843.7,774.6,0.00,12
C14932,348.65,0.82,230.00,230.00,0.00,1099.15,0.17,0.17,0.00,0.08,1,2,1200,443.4,271.6,0.00,12
C14933,472.66,0.55,310.44,0.00,310.44,0.00,0.42,0.00,0.42,0.00,0,5,4000,2493.2,222.7,0.14,12
C14934,387.59,0.33,0.00,0.00,0.00,2494.50,0.00,0.00,0.00,0.33,21,0,3000,0.0,,0.00,6
C14935,120.66,1.00,349.12,349.12,0.00,0.00,0.25,0.25,0.00,0.00,0,4,2700,383.4,163.5,0.00,12
C14936,105.39,1.00,1536.31,344.91,1191.40,0.00,0.67,0.17,0.42,0.00,0,8,3000,1639.3,161.5,0.63,12
C14937,2843.94,1.00,0.00,0.00,0.00,266.98,0.00,0.00,0.00,0.58,10,0,3000,869.2,910.7,0.00,12
C14938,28.32,0.50,225.02,111.70,113.32,0.00,0.38,0.13,0.13,0.00,0,3,10000,315.2,118.3,1.00,8
C14939,949.53,1.00,45.65,45.65,0.00,47.79,0.08,0.08,0.00,0.08,1,1,1000,303.5,456.0,0.00,12
C14940,34.71,0.18,242.90,242.90,0.00,0.00,0.08,0.08,0.00,0.00,0,2,1500,85.3,175.0,0.00,12
C14941,3596.75,1.00,0.00,0.00,0.00,1172.64,0.00,0.00,0.00,0.17,3,0,6000,1499.4,765.1,0.00,12
C14942,49.92,1.00,400.19,400.19,0.00,0.00,1.00,1.00,0.00,0.00,0,14,8500,363.7,177.2,0.73,12
C14943,120.95,0.70,33.38,0.00,33.38,0.00,0.20,0.00,0.10,0.00,0,2,1000,514.0,148.3,0.00,10
C14944,1118.48,1.00,325.95,203.96,121.99,0.00,0.67,0.33,0.25,0.00,0,9,2400,290.9,369.1,0.00,12
C14945,216.18,0.45,0.00,0.00,0.00,948.38,0.00,0.00,0.00,0.17,2,0,1200,243.6,173.7,0.00,12
C14946,3997.57,1.00,0.00,0.00,0.00,3516.55,0.00,0.00,0.00,0.27,6,0,4500,1456.3,1310.0,0.00,11
C14947,1906.70,1.00,780.00,0.00,780.00,0.00,1.00,0.00,1.00,0.00,0,12,3000,1338.3,598.6,0.00,12
C14948,1747.36,1.00,0.00,0.00,0.00,413.38,0.00,0.00,0.00,0.33,8,0,1800,700.7,755.2,0.00,12
C14949,2363.62,1.00,1441.32,374.64,1066.68,0.00,0.83,0.08,0.83,0.00,0,11,6000,1055.4,988.4,0.00,12
C14950,1247.20,1.00,243.00,243.00,0.00,0.00,0.33,0.33,0.00,0.00,0,9,1200,529.1,919.4,0.00,12
C14951,336.64,1.00,589.59,165.00,424.59,0.00,0.83,0.08,0.75,0.00,0,17,5000,839.7,184.6,0.00,12
C14952,135.49,1.00,0.00,0.00,0.00,499.79,0.00,0.00,0.00,0.25,4,0,1200,1844.1,185.4,0.17,12
C14953,957.98,1.00,424.76,0.00,424.76,0.00,0.33,0.00,0.33,0.00,0,4,5000,504.6,338.0,0.00,12
C14954,965.24,1.00,2786.08,763.82,2022.26,0.00,0.75,0.33,0.67,0.00,0,33,4500,1399.6,244.2,0.00,12
C14955,260.41,1.00,545.34,257.34,288.00,0.00,0.42,0.17,0.17,0.00,0,9,1500,384.8,189.2,0.00,12
C14956,2772.79,1.00,337.98,0.00,337.98,198.19,1.00,0.00,1.00,0.42,7,45,3000,1043.4,1047.0,0.00,12
C14957,1305.27,0.83,1078.89,844.99,233.90,2081.15,0.83,0.83,0.67,0.67,4,20,5000,164.1,191.1,0.00,6
C14958,1153.34,1.00,886.56,0.00,886.56,0.00,1.00,0.00,1.00,0.00,0,12,1000,724.2,2256.2,0.00,12
C14959,633.39,1.00,830.45,830.45,0.00,0.00,0.42,0.42,0.00,0.00,0,8,6000,497.3,239.6,0.00,12
C14960,5830.70,1.00,4079.01,507.00,3572.01,0.00,1.00,0.33,1.00,0.00,0,72,11500,2038.2,1375.3,0.00,12
C14961,4931.40,1.00,540.00,540.00,0.00,527.01,0.08,0.08,0.00,0.25,6,2,11500,1174.8,1148.0,0.00,12
C14962,344.53,1.00,3603.00,1990.05,1612.95,0.00,1.00,1.00,1.00,0.00,0,44,6000,2912.8,186.3,1.00,12
